,question,location,corpus_id
1300,What areas is this Regulation intended to contribute to?,"{'text': 'This Regulation is intended to contribute to the accomplishment of an area of freedom, security and justice and of an economic union, to economic and social progress, to the strengthening and the convergence of the economies within the internal market, and to the well-being of natural persons.', 'start_chunk': 2, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1301,What is the official journal mentioned?,"{'text': 'Official Journal of the European Union', 'start_chunk': '4.5.2016 L 119/1 ', 'end_chunk': ' Official Journal of the European Union EN'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1302,What is the directive number referenced?,"{'text': 'Directive 95/46/EC', 'start_chunk': 'Directive 95/46/EC ', 'end_chunk': ' of the European Parliament'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1303,What is the purpose of Directive 95/46/EC?,"{'text': 'seeks to harmonise the protection of fundamental rights and freedoms of natural persons in respect of processing activities and to ensure the free flow of personal data between Member States', 'start_chunk': 'Directive 95/46/EC of the European Parliament ', 'end_chunk': ' Member States. 4.5.2016 L 119/1'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1304,When was the Official Journal reference published?,"{'text': '4.5.2016', 'start_chunk': '', 'end_chunk': ' 4.5.2016 L 119/1 Official Journal of the European Union EN'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1305,What should the processing of personal data be designed to serve?,"{'reference_text': 'The processing of personal data should be designed to serve mankind.', 'start_chunk': 'The processing of personal data should be designed to serve mankind.', 'end_chunk': 'The processing of personal data should be designed to serve mankind.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1306,Is the right to the protection of personal data considered an absolute right?,"{'reference_text': 'The right to the protection of personal data is not an absolute right; it must be considered in relation to its function in society and be balanced against other fundamental rights, in accordance with the principle of proportionality.', 'start_chunk': 'The right to the protection of personal data is not an absolute right;', 'end_chunk': 'in accordance with the principle of proportionality.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1307,What principle should be used to balance the right to the protection of personal data against other fundamental rights?,"{'reference_text': 'it must be considered in relation to its function in society and be balanced against other fundamental rights, in accordance with the principle of proportionality.', 'start_chunk': 'it must be considered in relation to its function in society', 'end_chunk': 'in accordance with the principle of proportionality.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1308,"According to the Regulation, whose fundamental rights and freedoms are respected in the document?","{'reference_text': 'This Regulation respects all fundamental rights and observes the freedoms and principles recognised in the Charter as enshrined in the Treaties, in particular the respect for private and family life, home and communications, the protection of personal data, freedom of thought, conscience and religion, freedom of expression and information, freedom to conduct a business, the right to an effective remedy and to a fair trial, and cultural, religious and linguistic diversity.', 'start_chunk': 'This Regulation respects all fundamental rights and observes the freedoms and principles recognised in the Charter as enshrined in the Treaties,', 'end_chunk': 'freedom to conduct a business, the right to an effective remedy and to a fair trial, and cultural, religious and linguistic diversity.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1309,What has led to a substantial increase in cross-border flows of personal data?,"{'text': 'The economic and social integration resulting from the functioning of the internal market has led to a substantial increase in cross-border flows of personal data.', 'start_chunk': 'The economic', 'end_chunk': 'personal data.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1310,Between whom has the exchange of personal data increased?,"{'text': 'The exchange of personal data between public and private actors, including natural persons, associations and undertakings across the Union has increased.', 'start_chunk': 'The exchange', 'end_chunk': 'increased.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1311,What are national authorities in the Member States being called upon to cooperate and exchange?,"{'text': 'National authorities in the Member States are being called upon by Union law to cooperate and exchange personal data so as to be able to perform their duties or carry out tasks on behalf of an authority in another Member State.', 'start_chunk': 'National authorities', 'end_chunk': 'Member State.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1312,What do national authorities in the Member States need to perform their duties?,"{'text': 'National authorities in the Member States are being called upon by Union law to cooperate and exchange personal data so as to be able to perform their duties or carry out tasks on behalf of an authority in another Member State.', 'start_chunk': 'National authorities', 'end_chunk': 'Member State.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1313,What has increased significantly according to Recital 6?,"{'text': 'The scale of the collection and sharing of personal data has increased significantly.', 'start_chunk': 117, 'end_chunk': 182}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1314,What allows private companies and public authorities to use personal data on an unprecedented scale?,"{'text': 'Technology allows both private companies and public authorities to make use of personal data on an unprecedented scale in order to pursue their activities.', 'start_chunk': 184, 'end_chunk': 324}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
