,question,references,corpus_id,Unnamed: 0,location
643,What type of documentation shall the Commission provide the Board?,the Commission shall provide the Board with all necessary documentation,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
644,What correspondence will be included in the documentation?,including correspondence with the government of the third country,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
645,To whom will the Commission provide necessary documentation regarding a third country?,"The Commission shall provide the Board with all necessary documentation, including correspondence with the government of the third country",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
646,What was the supervisory authority referred to in Article 64(1) empowered to do?,(t)  issue opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1),C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
647,What was the specific role of the supervisory authorities mentioned in Article 65?,issue binding decisions pursuant to Article 65,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
648,What was one of the responsibilities of the supervisory authorities regarding cooperation?,promote the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
649,What did the supervisory authorities aim to facilitate in terms of personnel exchanges?,facilitate personnel exchanges between the supervisory authorities,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
650,What is the purpose of the publicly accessible electronic register maintained by the authority?,. (x) issue opinions on codes of conduct drawn up at Union level pursuant to Article 40(9); and (y) maintain a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
651,"What will the Board do with the opinions, guidelines, recommendations, and best practices it provides?","The Board shall forward its opinions, guidelines, recommendations, and best practices to the Commission and to the committee referred to in Article 93 and make them public.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
652,In what instances does the Board consult interested parties?,"The Board shall, where appropriate, consult interested parties and give them the opportunity to comment within a reasonable period.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
653,What is the Board required to do after completing a consultation procedure?,"The Board shall, without prejudice to Article 76, make the results of the consultation procedure publicly available.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 70_ Tasks of the Board.txt,,
654,Who should the report be transmitted to?,"The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 71_ Reports.txt,,
655,What will the annual report include a review of?,"The annual report shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 71_ Reports.txt,,
656,How does the Board take decisions?,"The Board shall take decisions by a simple majority of its members, unless otherwise provided for in this Regulation.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 72_ Procedure.txt,,
657,How does the Board adopt its rules of procedure?,The Board shall adopt its own rules of procedure by a two-thirds majority of its members and organise its own operational arrangements.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 72_ Procedure.txt,,
658,When was the motion filed?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 73_ Chair.txt,,
659,Who filed the motion?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 73_ Chair.txt,,
660,"What was filed on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 73_ Chair.txt,,
661,What date did the plaintiff take legal action?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 73_ Chair.txt,,
662,What is included in the tasks of the Chair?,"(a)  to convene the meetings of the Board and prepare its agenda; (b)  to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned; (c)  to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 74_ Tasks of the Chair.txt,,
663,What does the Board determine in its rules of procedure?,The Board shall lay down the allocation of tasks between the Chair and the deputy chairs in its rules of procedure.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 74_ Tasks of the Chair.txt,,
664,Who is responsible for providing the secretariat to the Board?,"The Board shall have a secretariat, which shall be provided by the European Data Protection Supervisor.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 75_ Secretariat.txt,,
665,Under whose instructions does the secretariat perform its tasks?,The secretariat shall perform its tasks exclusively under the instructions of the Chair of the Board.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 75_ Secretariat.txt,,
